TCP,document_id,estc_id,tcp_author,ecco_author,tcp_title,ecco_title,tcp_year,ecco_year,tcp_pages,ecco_pages,tcp_volume_number,tcp_total_volumes,ecco_volume_number,ecco_total_volumes,author_score,title_score,year_score,pages_score,match_score,volume_match_found,correct
K067975.000,190700600,T083386,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,"The legislative independence of Ireland vindicated: in a speech of Mr. Sheridan's on the Irish propositions, in the British House of Commons. To which is annexed an authentic copy of the twenty resolutions, on the Irish commercial intercourse; as they passed that House, on the 30th of May, 1785;","The legislative independence of Ireland vindicated: in a speech of Mr. Sheridan's on the Irish propositions, in the British House of Commons. To which is annexed an authentic copy of the twenty resolutions, on the Irish commercial intercourse; as they passed that House, on the 30th of May, 1785; and were sent up to the House of Lords. Taken from the Votes of the English House of Commons.",1785,1785,26,26,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K089925.000,666501800,T112299,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,"A trip to Scarborough: A comedy. As performed at the Theater Royal in Drury Lane. Altered from Vanbrugh's Relapse; or, virtue in danger. By Richard Brinsley Sheridan, Esquire.","A trip to Scarborough. A comedy. As performed at the Theatre Royal in Drury Lane. Altered from Vanbrugh's Relapse; or, virtue in danger. By Richard Brinsley Sheridan, Esq.",1781,1781,109,109,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K109300.000,681501400,T138554,"Row, Nicholas, 1674-1718.",Nicholas Rowe,"The fair penitent. A tragedy: Written by N. Row, Esquire;.","The fair penitent. A tragedy. Written by N. Rowe, Esq;",1714,1714,86,86,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K023079.000,1492801600,T202704,"Pope, Alexander, 1688-1744.",Alexander Pope,"An essay on man: being the first book of ethic epistles. To Henry St. John, L. Bolingbroke.","An essay on man. Being the first book of ethic epistles. To Henry St. John, L. Bolingbroke.",1734,1734,79,81,1,1,1,1,64.286,100,100,97.531,87.377,TRUE,Y
K023048.000,543902000,T005566,"Pope, Alexander, 1688-1744.",Alexander Pope,Eloisa to Abelard: Written by Mr. Pope.,Eloisa to Abelard. Written by Mr. Pope.,1719,1720,61,61,1,1,1,1,64.286,100,98,100,87.2,TRUE,Y
K023052.000,146602000,T005572,"Pope, Alexander, 1688-1744.",Alexander Pope,An essay on criticism: Written by Mr. Pope.,An essay on criticism. Written by Mr. Pope.,1712,1713,38,38,1,1,1,1,64.286,100,98,100,87.2,TRUE,Y
K023189.000,516601100,T005742,"Pope, Alexander, 1688-1744.",Alexander Pope,The second satire of the second book of Horace praprhased [sic]: By the author of the first.,The second satire of the second book of Horace praprhased [sic]. By the author of the first.,1734,1735,19,19,1,1,1,1,64.286,100,98,100,87.2,TRUE,Y
K130649.000,1255900800,T220390,"Pope, Alexander, 1688-1744.",Alexander Pope,An essay on man: In epistles to a friend.,An essay on man. In epistles to a friend.,1734,1733,56,56,1,1,1,1,64.286,100,98,100,87.2,TRUE,Y
K023997.000,567903200,T008242,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"To the Right Honorable the Mayor and aldermen of the City of London: the humble petition of the colliers, cooks, cook-maids, black-smiths, jack-makers, brasiers, and others, shows","To the Right Honourable the Mayor and aldermen of the City of London: The Humble Petition Of the Colliers, Cooks, Cook-Maids, Black-Smiths, Jack-Makers, Brasiers, and Others, Sheweth;",1716,1716,2,2,1,1,1,1,64.286,99.259,100,100,87.167,TRUE,Y
K023156.000,1462400100,T005701,"Pope, Alexander, 1688-1744.",Alexander Pope,"An epistle to the Right Honorable Richard Earl of Burlington: Occasioned by his publishing Palladio's designs of the baths, arches, theaters, &c. of ancient Rome. By Mr. Pope.; Of false taste","An epistle to the Right Honourable Richard Earl of Burlington. Occasion'd by his publishing Palladio's designs of the Baths, Arches, Theatres, &c. of Ancient Rome. By Mr. Pope.",1731,1731,15,15,1,1,1,1,64.286,99.174,100,100,87.128,TRUE,Y
K035076.000,1213000700,T031743,"Brand, John, d. 1808.","Brand, John","A determination of the average depression of the price of wheat in war, below that of the preceding peace; and of its readvance in the following; ... By J. Brand,","A determination of the average depression of the price of wheat in war, below that of the preceding peace; and of its readvance in the following; according to its yearly rates from the revolution to the end of the last peace: with remarks on their greater variations in that intire period. By J. Brand, CL. M. A. &c. &c.",1800,1800,104,104,1,1,1,1,90.909,78.237,100,100,87.025,TRUE,Y
K002009.000,100200200,N003119,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,Love in a village; a comic opera: As it is performed at the Theater Royal in Covent Garden.,Love in a village; a comic opera. As it is performed at the Theatre Royal in Covent-Garden.,1763,1763,85,85,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K005732.000,110101800,N009907,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,"The padlock: a comic opera: as it is performed by His Majesty's servants, at the Theater Royal in Drury Lane.","The padlock: a comic opera: as it is perform'd by His Majesty's servants, at the Theatre-Royal in Drury-Lane.",1768,1768,34,34,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K023186.000,277600700,T005740,"Pope, Alexander, 1688-1744.",Alexander Pope,The second epistle of the second book of Horace: imitated by Mr. Pope.,The second epistle of the second book of Horace. Imitated by Mr. Pope. To Colonel *****,1737,1737,20,18,1,1,1,1,64.286,100,100,90,87,TRUE,Y
K033708.000,438900500,T029271,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,Judith: A sacred drama. As it is performed at the Theater Royal in Drury Lane. The music composed by Dr. Arne.,Judith. A sacred drama. As it is performed at the Theatre Royal in Drury-Lane. The music composed by Dr. Arne.,1761,1761,24,24,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K039360.000,537101000,T038859,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,"The maid of the mill. A comic opera: As it is performed at the Theater Royal in Covent Garden. The music compiled, and the words written by the author of Love in a village.","The maid of the mill. A comic opera. As it is performed at the Theatre Royal in Covent Garden. The music compiled, and the words written by the author of Love in a village.",1765,1765,85,85,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K040638.000,380901000,T041007,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,Lionel and Clarissa: A comic opera. As it is performed at the Theater Royal in Covent Garden.,Lionel and Clarissa. A comic opera. As it is performed at the Theatre-Royal in Covent-Garden.,1768,1768,79,79,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K044267.000,374500100,T047162,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,A school for fathers: A comic opera. As it is performed at the Theater Royal in Drury Lane.,A school for fathers. A comic opera. As it is performed at the Theatre-Royal in Drury-Lane.,1773,1773,84,84,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K045363.000,1182701400,T048828,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,"The sultan, or a peep into the seraglio: A farce, in two acts. By Isaac Bickerstaffe. Acted at the Theaters Royal in Drury Lane and Covent Garden.","The sultan, or a peep into the seraglio. A farce, in two acts. By Isaac Bickerstaffe. Acted at the Theatres Royal in Drury-Lane and Covent-Garden.",1787,1787,22,22,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K055107.000,58601800,T063743,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,Doctor Last in his chariot: a comedy: as it is performed at the Theater Royal in the Hay-Market.,Doctor Last in his chariot: a comedy: as it is performed at the Theatre Royal in the Hay-Market.,1769,1769,79,79,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K063254.000,277000700,T075334,"Hawkesworth, John, fl. 1782-1778.",John Hawkesworth,The poetical works of John Hawkesworth,The poetical works of John Hawkesworth.,1788,1788,85,85,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K086734.000,89200100,T108042,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,"Thomas and Sally: or, the sailor's return: A musical entertainment. As it is performed at the Theater Royal in Covent Garden. The music composed by Doctor Arne.","Thomas and Sally: or, the sailor's return. A musical entertainment. As it is performed at the Theatre Royal in Covent-Garden. The music composed by Doctor Arne.",1761,1761,33,33,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K092950.000,837000300,T116097,"Kames, Henry Home, Lord, 1696-1782.","Henry Home, Lord Kames","Essays upon several subjects in law: sciz. justertii, beneficium cedendarum actionum, vinco vincentem, prescription.","Essays upon several subjects in law, sciz. justertii, beneficium cedendarum actionum, vinco vincentem, prescription.",1732,1732,169,169,1,1,1,1,71.429,93.333,100,100,87,TRUE,Y
K116684.000,618702400,T154633,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,Leucothoe. A dramatic poem,Leucothoe. A dramatic poem.,1756,1756,67,67,1,1,1,1,62.857,100,100,100,87,TRUE,Y
K111410.000,665501000,T142047,"Marra, John.","Marra, John","Journal of the Resolution's voyage: in 1772, 1773, 1774, and 1775. On discovery to the southern hemisphere, ... Also a journal of the Adventure's voyage, in the years 1772, 1773, and 1774. ... Illustrated with a chart, ... and other cuts.","Journal of the Resolution's voyage, in 1772, 1773, 1774, and 1775. On discovery to the southern hemisphere, ... Also a journal of the Adventure's voyage, in the years 1772, 1773, and 1774. ... Illustrated with a chart, ... and other cuts.",1775,1775,331,346,1,1,1,1,100,71.579,100,95.665,86.994,TRUE,Y
K029185.000,283500300,T018380,"Armstrong, John, 1709-1779.",John Armstrong,"An essay for abridging the study of physic. To which is added, A dialogue, ... relating to the practice of physic,","An essay for abridging the study of physick. To which is added, A dialogue, (betwixt Hygeia, Mercury and Pluto,) Relating to the Practice of Physick, As it is managed by a certain Illustrious Society. As also an Epistle from Usbek the Persian to J- W-d, Esq;",1735,1735,46,46,1,1,1,1,64.286,98.824,100,100,86.971,TRUE,Y
K009746.000,1234700600,N015478,"Macpherson, James, 1736-1796.",James Macpherson,"The battle of Lora: A poem. With some fragments written in the Erse, or Irish language, by Ossian, the son of Fingal. Translated into English verse by Mr. Derrick.","The battle of Lora. A poem. With some fragments written in the Erse, or Irish language, by Ossian, the son of Fingal. Translated into English verse by Mr. Derrick.",1762,1762,28,28,1,1,1,1,62.5,100,100,100,86.875,TRUE,Y
K026235.000,41700400,T069143,"Macpherson, James, 1736-1796.",James Macpherson,A short history of the opposition during the last session of Parliament,A short history of the opposition during the last session of Parliament.,1779,1779,61,61,1,1,1,1,62.5,100,100,100,86.875,TRUE,Y
K056324.002,709200302,T065487,"Macpherson, James, 1736-1796.",James Macpherson,"The history of Great Britain, from the Restoration, to the accession of the house of Hannover: By James Macpherson, in two volumes. ...","The history of Great Britain, from the Restoration, to the accession of the house of Hannover. By James Macpherson, in two volumes. ...",1775,1775,663,663,2,2,2,2,62.5,100,100,100,86.875,TRUE,Y
K068251.000,245000200,T083707,"Macpherson, James, 1736-1796.",James Macpherson,"Fragments of ancient poetry, collected in the Highlands of Scotland, and translated from the Galic or Erse language","Fragments of ancient poetry, collected in the Highlands of Scotland, and translated from the Galic or Erse language.",1760,1760,69,69,1,1,1,1,62.5,100,100,100,86.875,TRUE,Y
K077612.000,156700600,T096382,"Macpherson, James, 1736-1796.",James Macpherson,"An introduction to the history of Great Britain and Ireland: By James Macpherson, ...","An introduction to the history of Great Britain and Ireland. By James Macpherson, Esq;",1771,1771,334,334,1,1,1,1,62.5,100,100,100,86.875,TRUE,Y
K086686.000,143004000,T107966,"Macpherson, James, 1736-1796.",James Macpherson,The highlander: a poem: in six cantos.,The highlander: a poem: in six cantos.,1758,1758,81,81,1,1,1,1,62.5,100,100,100,86.875,TRUE,Y
K056324.001,709200301,T065487,"Macpherson, James, 1736-1796.",James Macpherson,"The history of Great Britain, from the Restoration, to the accession of the house of Hannover: By James Macpherson, in two volumes. ...","The history of Great Britain, from the Restoration, to the accession of the house of Hannover. By James Macpherson, in two volumes. ...",1775,1775,664,665,1,2,1,2,62.5,100,100,99.85,86.867,TRUE,Y
K023021.000,444500600,T005529,"Pope, Alexander, 1688-1744.; Bath, William Pulteney, Earl of, 1684-1764.","William Pulteney, 1st Earl of Bath","The discovery: or, the squire turned ferret: An excellent new ballad. To the tune of High boys! up go we; Chevy Chase; or what you please.","The discovery: or, The Squire turn'd Ferret. An excellent new ballad. To the tune of High boys! up go we; Chevy Chase; or what you please.",1726,1727,8,8,1,1,1,1,63.158,100,98,100,86.805,TRUE,Y
K043092.000,671400500,T045281,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,"The royal garland, a new occasional interlude, in honor of his Danish Majesty: Set to music by Mr. Arnold, and performed at the Theater Royal, Covent Garden.","The royal garland, a new occasional interlude, in honour of his Danish Majesty. Set to music by Mr. Arnold, and performed at the Theatre Royal, Covent-Garden.",1768,1768,19,19,1,1,1,1,62.857,99.338,100,100,86.702,TRUE,Y
K035511.000,317900100,T032400,"Buchner, Andreas Elias, 1701-1769.",Andreas Elias BÃ¼chner,"An easy and very practicable method to enable deaf persons to hear: together with a brief account of, and some reflections and observations upon, the several attempts formerly made for the benefit of such persons. Translated from the German of Andrew Elias Buchner,","An easy and very practicable method to enable deaf persons to hear: Together with A brief Account of, and some Reflections and Observations upon, the several Attempts formerly made for the Benefit of such Persons. Translated from the German of Andrew Alias Buchner, Professor of Medicine and Natural Philosophy in the University of Halle.",1770,1770,65,65,1,1,1,1,61.905,100,100,100,86.667,TRUE,Y
K014420.000,304800700,N025358,"Jerningham, Mr. (Edward), 1737?-1812.",Edward Jerningham,"The Welsh heiress, a comedy","The welch heiress, a comedy.",1795,1795,84,84,1,1,1,1,66.667,96.154,100,100,86.603,TRUE,Y
K007929.000,61403000,T053757,"Macpherson, James, 1736-1796.",James Macpherson,The rights of Great Britain asserted against the claims of America: being an answer to the declaration of the General Congress.,The rights of Great Britain asserted against the claims of America: being an answer to the declaration of the General Congress.,1775,1776,94,94,1,1,1,1,62.5,100,98,100,86.575,TRUE,Y
K001312.000,160702800,N002031,"O'Keeffe, John, 1747-1833.",John O'Keeffe,The agreeable surprise: A comic opera. In two acts. By Mr. O'Keefe. The music composed by Dr. Arnold.,The agreeable surprise. A comic opera. In two acts. By Mr. O'Keefe. The music composed by Dr. Arnold.,1783,1783,36,36,1,1,1,1,61.538,100,100,100,86.538,TRUE,Y
K001582.000,98500500,N002387,"Burgoyne, John, 1722-1792.",John Burgoyne,"A letter from Lieut. Genesis Burgoyne to his constituents: upon his late resignation; with the correspondences between the Secretaries of War and him, relative to his return to America.","A letter from Lieut. Gen. Burgoyne to his constituents, upon his late resignation; with the correspondences between the Secretaries of War and him, relative to his return to America.",1779,1779,39,39,1,1,1,1,61.538,100,100,100,86.538,TRUE,Y
K004179.000,1241803000,N006903,"O'Keeffe, John, 1747-1833.",John O'Keeffe,"Fontainbleau; or, our way in France: A comic opera, in three acts. As performed at the Theatres-Royal in Covent Garden. and Smock-Alley. Written by J. O'Keefe, Esquire. The music selected and composed by William Shield.","Fontainbleau; or, our way in France. A comic opera, in three acts. As performed at the Theatres-Royal in Covent-Garden. and Smock-Alley. Written by J. O'Keefe, Esq. The music selected and composed by William Sheild.",1785,1785,75,75,1,1,1,1,61.538,100,100,100,86.538,TRUE,Y
