TCP,document_id,estc_id,tcp_author,ecco_author,tcp_title,ecco_title,tcp_year,ecco_year,tcp_pages,ecco_pages,tcp_volume_number,tcp_total_volumes,ecco_volume_number,ecco_total_volumes,author_score,title_score,year_score,pages_score,match_score,volume_match_found,correct
K107483.001,199100801,T135939,"Hill, Aaron, 1685-1750.; Bond, William, d. 1735.","Bond, William","The plain dealer: being select essays on several curious subjects: relating to friendship, ... poetry, and other branches of polite literature. Published originally in the year 1724. And now first collected into two volumes. ...","The plain dealer: being select essays on several curious subjects, relating to friendship, ... poetry, and other branches of polite literature. Publish'd originally in the year 1724. And now first collected into two volumes. ...",1730,1730,491,491,1,2,1,2,64.865,100,100,100,87.703,TRUE,Y
K107483.002,199100802,T135939,"Hill, Aaron, 1685-1750.; Bond, William, d. 1735.","Bond, William","The plain dealer: being select essays on several curious subjects: relating to friendship, ... poetry, and other branches of polite literature. Published originally in the year 1724. And now first collected into two volumes. ...","The plain dealer: being select essays on several curious subjects, relating to friendship, ... poetry, and other branches of polite literature. Publish'd originally in the year 1724. And now first collected into two volumes. ...",1730,1730,531,531,2,2,2,2,64.865,100,100,100,87.703,TRUE,Y
K040190.000,1210601100,T040233,"More, Hannah, 1745-1833.; More, Hannah, 1745-1833.",Hannah More,"Friendly advice. In a letter from Mrs. Heartwhole, to Dame Nicholls, ... on her fears of the French invasion","Friendly advice. In a letter from Mrs. Heartwhole, to Dame Nicholls, ... on her fears of the French invasion.",1797,1797,8,8,1,1,1,1,64.706,100,100,100,87.647,TRUE,Y
K041581.000,608501100,T042626,"Smart, Christopher, 1722-1771.",Christopher Smart,"Poems on several occasions: By Christopher Smart, ...","Poems on several occasions. By Christopher Smart, A. M. Fellow of Pembroke-Hall, Cambridge.",1752,1752,236,236,1,1,1,1,64.706,100,100,100,87.647,TRUE,Y
K030760.000,517801100,T021951,"Wallis, George, 1740-1802.","Wallis, George","Annual oration, delivered March 8th, 1790, before the Medical Society,","Annual oration, delivered March 8th, 1790, before the Medical Society, Bolt Court, Fleet Street, London, by George Wallis, M. D. one of the fellows, and lecturer on the theory and practice of Physic.",1790,1790,63,63,1,1,1,1,100,72.527,100,100,87.637,TRUE,Y
K000637.000,147503600,N001034,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"John Bull still in his senses: being the third part of Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and published, (as well as the two former parts) by the author of the New Atalantis.","John Bull still in his senses: being the third part of Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and publish'd, (as well as the two former parts) by the author of the New Atalantis.",1712,1712,31,31,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K000924.000,250501500,N001488,"Pope, Alexander, 1688-1744.",Alexander Pope,"The history of the Norfolk steward continued: In two parts. Part I. Containing an account of Mr. Lyn's private character, ... Part II. Containing some farther account of Mr. Lyn's management, ...","The history of the Norfolk steward continued. In two parts. Part I. Containing an account of Mr. Lyn's private character, and the Methods by which he grew Rich. Part II. Containing some farther account of Mr. Lyn's management, and also of his Stating and Ballancing Accounts.",1728,1728,29,29,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K001672.000,127701600,N002550,"Pinkerton, John, 1758-1826.",John Pinkerton,"Letters of literature: By Robert Heron, Esquire.","Letters of literature. By Robert Heron, Esq.",1785,1785,525,525,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K004738.000,250302400,N009724,"Arbuthnot, John, 1667-1735.",John Arbuthnot,A farther continuation of the history of the Crown-Inn. Part III.,"A farther continuation of the history of the Crown-Inn. Part III. Containing the present State of the Inn, and other Particulars.",1714,1714,19,19,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K005971.000,1150800100,T029116,"Arbuthnot, John, 1667-1735.",John Arbuthnot,John Bull in his senses: being the second part of Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth.,John Bull in his senses: being the second part of Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth.,1712,1712,23,23,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K006904.000,147503300,N011493,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"Law is a bottomless-pit: Exemplified in the case of the Lord Strutt, John Bull, Nicholas Frog, and Lewis Baboon. Who spent all they had in a lawsuit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth.","Law is a bottomless-pit. Exemplified in the case of the Lord Strutt, John Bull, Nicholas Frog, and Lewis Baboon. Who spent all they had in a law-suit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth.",1712,1712,16,16,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K009653.000,158000200,N015294,"Arbuthnot, John, 1667-1735.",John Arbuthnot,A continuation of the history of the Crown-Inn: with characters of some of the late servants; and the proceeding of the trustees to the coming of the new landlord. Part II.; Postscript to John Bull.,A continuation of the history of the Crown-Inn: with characters of some of the late servants; and the proceeding of the trustees to the coming of the new landlord. Part II.,1714,1714,18,18,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K022990.001,96900401,T005497,"Pope, Alexander, 1688-1744.",Alexander Pope,"Letters of Mr. Wycherley & Mr. Pope, from the year 1704 to 1710","Letters of Mr. Wycherley & Mr. Pope, from the year 1704 to 1710.",1735,1735,208,208,1,2,1,2,64.286,100,100,100,87.5,TRUE,Y
K022990.002,96900402,T005497,"Pope, Alexander, 1688-1744.",Alexander Pope,"Letters of Mr. Wycherley & Mr. Pope, from the year 1704 to 1710","Letters of Mr. Wycherley & Mr. Pope, from the year 1704 to 1710.",1735,1735,241,241,2,2,2,2,64.286,100,100,100,87.5,TRUE,Y
K023011.000,191300500,T005518,"Pope, Alexander, 1688-1744.",Alexander Pope,"A collection of letters, never before printed: written by Alexander Pope, Esquire; and other ingenious gentlemen, to the late Aaron Hill, Esquire","A collection of letters, Never before printed: written By Alexander Pope, Esq; and Other ingenious Gentlemen, To the Late Aaron Hill, Esq;",1751,1751,91,91,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023016.000,294500300,T005524,"Pope, Alexander, 1688-1744.",Alexander Pope,"The character of Katharine, late Duchess of Buckinghamshire and Normanby: By the late Mr. Pope.","The character of Katharine, Late Duchess of Buckinghamshire and Normanby. By the late Mr. Pope.",1746,1746,6,6,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023017.000,537100200,T005525,"Pope, Alexander, 1688-1744.",Alexander Pope,"A clue to the comedy of the Non-juror: With some hints of consequence relating to that play. In a letter to N. Row, Esquire; ...","A clue to the comedy of the Non-Juror. With some hints of consequence relating to that play. In a letter to N. Rowe, Esq; Poet Laureat to His Majesty.",1718,1718,26,26,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023019.000,112500800,T005528,"Pope, Alexander, 1688-1744.",Alexander Pope,"The court ballad: By Mr. Pope. To the tune of, To all you ladies now at land, &c.","The court ballad. By Mr. Pope. To the tune of, To all you ladies now at land, &c.",1717,1717,2,2,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023049.000,149601400,N009310,"Pope, Alexander, 1688-1744.",Alexander Pope,"An epistle from Mr. Pope, to Dr. Arbuthnot","An epistle from Mr. Pope, to Dr. Arbuthnot.",1735,1735,23,23,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023128.000,1567704300,T005662,"Pope, Alexander, 1688-1744.",Alexander Pope,The first epistle of the first book of Horace imitated: By Mr. Pope.,The first epistle of the first book of Horace imitated. By Mr. Pope.,1738,1738,20,20,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023129.000,247401900,T005663,"Pope, Alexander, 1688-1744.",Alexander Pope,"The first epistle of the second book of Horace, imitated","The first epistle of the second book of Horace, Imitated.",1737,1737,28,28,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023138.000,860700600,T005675,"Pope, Alexander, 1688-1744.",Alexander Pope,"A further account of the most deplorable condition of Mr. Edmund Curll, bookseller. Since his being poisoned on the 28th of March. To be published weekly","A further account of the most deplorable condition of Mr. Edmund Curll, Bookseller. Since his being poison'd on the 28th of March. To be publish'd Weekly.",1716,1716,20,20,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023139.000,741400900,T005677,"Pope, Alexander, 1688-1744.",Alexander Pope,Horace his ode to Venus. Lib. IV. Ode I. Imitated by Mr. Pope,Horace his ode to Venus. Lib. IV. Ode I. Imitated By Mr. Pope.,1737,1737,9,9,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023143.000,211600900,T005683,"Pope, Alexander, 1688-1744.",Alexander Pope,"A key to the lock: Or, a treatise proving, beyond all contradiction, the dangerous tendency of a late poem, entitled, The rape of the lock, to government and religion. By Esdras Barnivelt, apoth.","A key to the lock. Or, a treatise proving, beyond all contradiction, the dangerous tendency of a late poem, entituled, The rape of the lock. To government and religion. By Esdras Barnivelt, apoth. To which are added commendatory Copies of Verses, by the most Eminent Political Wits of the Age.",1715,1715,31,31,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023147.000,63300200,T005686,"Pope, Alexander, 1688-1744.",Alexander Pope,"Memoirs of the extraordinary life, works, and discoveries of Martinus Scriblerus. By Mr. Pope; Memoirs of Martinus Scriblerus","Memoirs of the extraordinary life, works, and discoveries of Martinus Scriblerus. By Mr. Pope.",1741,1741,179,179,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023149.000,646000300,T005693,"Pope, Alexander, 1688-1744.",Alexander Pope,"A narrative of the method by which the private letters of Mr. Pope have been procured and published by Edmund Curll, bookseller. NB. The original papers, in Curl's own hand, may be seen at T. Cooper's","A narrative of the method by which the private letters of Mr. Pope have been procur'd and publish'd by Edmund Curll, Bookseller. NB. The Original Papers, in Curl's own Hand, may be seen at T. Cooper's.",1735,1735,39,39,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023160.000,670800500,T005707,"Pope, Alexander, 1688-1744.",Alexander Pope,Of the characters of women: an epistle to a lady. By Mr. Pope,Of the characters of women: an Epistle to a lady. By Mr. Pope.,1735,1735,16,16,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023163.000,118700400,T005710,"Pope, Alexander, 1688-1744.",Alexander Pope,Of the knowledge and characters of men: An epistle to the Right Honorable Richard Lord Viscount Cobham.,Of the knowledge and characters of men. An epistle to the Right Honourable Richard Lord Viscount Cobham.,1734,1734,11,11,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023165.000,118701200,T005717,"Pope, Alexander, 1688-1744.",Alexander Pope,Of the use of riches: an epistle to the Right Honorable Allen Lord Bathurst. By Mr. Pope.,Of the use of riches. An epistle to the Right Honourable Allen Lord Bathurst. By Mr. Pope.,1733,1733,21,21,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023171.000,143500600,T005720,"Pope, Alexander, 1688-1744.",Alexander Pope,One thousand seven hundred and thirty eight. A dialogue something like Horace. By Mr. Pope,One thousand seven hundred and thirty eight. A dialogue Something like Horace. By Mr. Pope.,1738,1738,13,13,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023175.000,212501400,T005724,"Pope, Alexander, 1688-1744.",Alexander Pope,One thousand seven hundred and thirty eight. Dialogue II. By Mr. Pope,One thousand seven hundred and thirty eight. Dialogue II. By Mr. Pope.,1738,1738,15,15,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023176.000,272601000,T005726,"Pope, Alexander, 1688-1744.",Alexander Pope,The rape of the lock: An heroi-comical poem. In five canto's. Written by Mr. Pope.,The rape of the lock. An heroi-comical poem. In five canto's. Written by Mr. Pope.,1714,1714,62,62,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023195.000,1027600800,T005754,"Pope, Alexander, 1688-1744.",Alexander Pope,The temple of fame: a vision. By Mr. Pope.,The temple of fame: a vision. By Mr. Pope.,1715,1715,54,54,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023197.000,112500900,T005756,"Pope, Alexander, 1688-1744.",Alexander Pope,"To the ingenious Mr. Moore, author of the celebrated worm-powder. By Mr. Pope","To the ingenious Mr. Moore, Author of the Celebrated Worm-Powder. By Mr. Pope.",1716,1716,2,2,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023198.000,1769501100,T005758,"Pope, Alexander, 1688-1744.",Alexander Pope,The universal prayer: By the author of the Essay on man.,The universal prayer. By the author of the Essay on man.,1738,1738,6,6,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023201.000,583700700,T005762,"Pope, Alexander, 1688-1744.",Alexander Pope,Verses upon the late D----ss of M----: By Mr. P------.,Verses upon the late D----ss of M----. By Mr. P------.,1746,1746,5,5,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023202.000,729100600,T005763,"Pope, Alexander, 1688-1744.",Alexander Pope,Windsor-Forest: To the Right Honorable George Lord Lansdown. By Mr. Pope.,Windsor-Forest. To the Right Honourable George Lord Lansdown. By Mr. Pope.,1713,1713,19,19,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K024720.000,386600300,T009689,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"It cannot rain but it pours: or, London strow'd with rarities. Being, an account of the arrival of a white bear, at the house of Mr. Ratcliff in Bishopsgate-Street: as also of the Faustina, ... and of the copper-farthing dean from Ireland. And lastly, of the wonderful wild man.","It cannot rain but it pours: or, London strow'd with Rarities. Being, An Account of the Arrival of a White Bear, at the House of Mr. Ratcliff in Bishopsgate-Street: As also of the Faustina, the celebrated Italian Singing Woman; And of the Copper-Farthing Dean from Ireland. And Lastly, Of the wonderful Wild Man that was nursed in the Woods of Germany by a Wild Beast, hunted and taken in Toyls; how he behaveth himself like a dumb Creature, and is a Christian like one of us, being call'd Peter; and how he was brought to Court all in Green, to the great Astonishment of the Quality and Gentry.",1726,1726,10,10,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K024906.000,734200800,T010219,"Pope, Alexander, 1688-1744.",Alexander Pope,Pastorals. By Alexander Pope,Pastorals. By Alexander Pope.,1793,1793,13,13,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K030987.000,259600800,T022317,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"An appendix to John Bull still in his senses: or, Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and published, (as well as the three former parts) by the author of the New Atalantis.","An appendix to John Bull still in his senses: or, Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and publish'd, (as well as the three former parts) by the author of the New Atalantis.",1712,1712,23,23,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K030992.000,44900800,T022325,"Arbuthnot, John, 1667-1735.",John Arbuthnot,An appendix to the history of the Crown-Inn: with a key to the whole,An appendix to the history of the Crown-Inn: With a Key to the Whole.,1714,1714,15,15,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K036643.000,96302200,T034377,"Pinkerton, John, 1758-1826.",John Pinkerton,Craigmillar Castle: An elegy.,Craigmillar Castle. An elegy.,1776,1776,10,10,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K039201.000,488800900,T038599,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"Lewis Baboon turned honest, and John Bull politician. Being the fourth part of Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and published, (as well as the three former parts and appendix) by the author of the New Atalantis; Law is a bottomless-pit.","Lewis Baboon turned honest, and John Bull politician. Being The Fourth Part of Law is a Bottomless-Pit. Printed from a Manuscript found in the Cabinet of the famous Sir Humphry Polesworth: And Publish'd, (as well as the Three former Parts and Appendix) by the Author of the New Atalantis.",1712,1712,46,46,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K039947.000,202900900,T039768,"Shebbeare, John, 1709-1788.",John Shebbeare,"A new analysis of the Bristol waters: together with the cause of the diabetes and hectic. And their cure, as it results from those waters, experimentally considered. ... By John Shebbeare, ...","A new analysis of the Bristol waters: together with the cause of the diabetes and hectic. And their cure, as it results from those waters, experimentally consider'd. By John Shebbeare, Chemist.",1740,1740,44,44,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K040547.000,131304500,T040856,"Arbuthnot, John, 1667-1735.",John Arbuthnot,Gnothi seauton. Know your self. A poem,Gnothi seauton. Know your self. An excellent poem.,1734,1734,10,10,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K040928.000,205300500,T041553,"Arbuthnot, John, 1667-1735.",John Arbuthnot,Mr. Maitland's account of inoculating the small pox,Mr. Maitland's account of inoculating the small pox.,1722,1722,38,38,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K040929.000,90401000,T041555,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"Mr. Maitland's account of inoculating the small pox: vindicated, from Dr. Wagstaffe's misrepresentations of that practice; with some remarks on Mr. Massey's sermon. The second edition. To which is added, his first account of inoculating the small pox.","Mr. Maitland's account of inoculating the small pox Vindicated, from Dr. Wagstaffe's misrepresentations of that practice; with some remarks on Mr. Massey's sermon. The second edition. To which is added, his first account of inoculating the small pox.",1722,1722,67,67,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K052215.000,80201500,T059716,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"An account of the state of learning in the empire of Lilliput: Together with the history and character of Bullum the Emperor's Library Keeper. Faithfully transcribed out of Captain Lemuel Gulliver's General description of the empire of Lilliput, ...","An account of the state of learning in the empire of Lilliput. Together with the history and character of Bullum the Emperor's Library-Keeper. Faithfully transcribed out of Captain Lemuel Gulliver's General description of the empire of Lilliput, mention'd in the 69th Page of the First Volume of his Travels.",1728,1728,35,35,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K072464.000,218800600,T089233,"Rushworth, John, 1669-1736.",John Rushworth,"The great advantage of the use of the bark in mortifications. With several additions. By John Rushworth, surgeon","The great advantage of the use of the bark in mortifications. With several additions. By John Rushworth, surgeon.",1732,1732,40,40,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K082366.000,388600500,T102347,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"An invitation to peace: or, Toby's preliminaries to Nestor Ironsides, set forth in a dialogue between Toby and his kinsman.","An invitation to peace: or, Toby's preliminaries to Nestor Ironsides, set forth in a dialogue between Toby and his kinsman.",1713,1713,23,23,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K093052.000,521000500,T116214,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"Annus mirabilis: or, the wonderful effects of the approaching conjunction of the planets Jupiter, Mars, and Saturn. By Abraham Gunter, ...","Annus mirabilis: or, the wonderful effects of the approaching conjunction of the planets Jupiter, Mars, and Saturn. By Abraham Gunter, Philomath. A Well-Wisher to the Mathematics.",1722,1722,7,7,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K099329.000,849900200,T124524,"Pinkerton, John, 1758-1826.",John Pinkerton,Two dithyrambic odes: I. On enthusiasm. II. To laughter. By the author of Rimes.,Two dithyrambic odes. I. On enthusiasm. II. To laughter. By the author of Rimes.,1782,1782,10,10,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K105119.000,201901200,T132536,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"An essay concerning the effects of air on human bodies: By John Arbuthnot, ...","An essay concerning the effects of air on human bodies. By John Arbuthnot, M. D. Fellow of the Royal Colleges of Physicians of London and Edinburgh, and of the Royal Society.",1733,1733,237,237,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K105560.000,757600900,T133175,"Pinkerton, John, 1758-1826.",John Pinkerton,Rimes,Rimes.,1781,1781,138,138,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K105745.000,412700800,T133411,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"Practical rules of diet in the various constitutions and diseases of human bodies: By John Arbuthnot, ...","Practical rules of diet in the various constitutions and diseases of human bodies. By John Arbuthnot, M. D. Fellow of the College of Physicians, and of the Royal Society.",1732,1732,197,197,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K114854.000,1243900600,T148130,"Pope, Alexander, 1688-1744.",Alexander Pope,"Miscellanies in verse and prose: By Alexander Pope, Esquire; and Dean Swift. In one volume. Viz. The strange and deplorable frensy of Mr. John Dennis. ... Epitaph on Francis Ch-is. Soldier and scholar. With several more epigrams, epitaphs, and poems.","Miscellanies in verse and prose. By Alexander Pope, Esq; and Dean Swift. In one volume. Viz. The strange and deplorable frensy of Mr. John Dennis. A full and true Account of a horrid and barbarous Revenge, by Poison, on the Body of Mr. Edmund Curll. With his Last Will and Testament. A strange, but true Relation how Edmund Curll was converted from the Christian Religion, by certain Jews, and how he was circumcised. God's Revenge against Punning. The wonderful Wonder of Wonders. The Wonder of all the Wonders, that ever the World wonder'd at. The humble Petition of the Colliers, Cook Maids, Blacksmiths, Jack-Makers, Brasiers, and others. Annus Mirabilis. Origin of Sciences. It cannot Rain, but it Pours; or, London strew'd with Rarities. An infallible Scheme to pay the Publick Debt of Ireland, in Six Months. A modest Proposal. A Vindication of my Lord Carteret Lord Lieutenant of Ireland. On the Fates of Clergymen. On modern Education. A true and faithful Narrative of what pass'd in London. Journal of a modern Lady. Country Life. Cutting down the old Thorn at Market-Hill. A Pastoral Dialogue. Mary the Cook Maid's Letter to Dr. Sheridan. A Dialogue between Mad Mullineux and Timothy. Epitaph on Francis Ch-is. Soldier and scholar. With several more epigrams, epitaphs, and poems.",1744,1744,288,288,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K116675.000,1003800500,T154622,"Arbuthnot, John, 1667-1735.",John Arbuthnot,"A letter to the Reverend Mr. Dean Swift, occasioned by a satire said to be written by him, entitled, A dedication to a great man, ... By a sparkish pamphleteer of Button's Coffee-house","A letter to the Reverend Mr. Dean Swift, Occasion'd by a satire Said to be written by Him, entitled, A Dedication to a Great Man, concerning Dedications. Discovering, among other wonderful Secrets, what will be the present Posture of Affairs a thousand Years hence. By a Sparkish Pamphleteer of Button's Coffee-House.",1719,1719,20,20,1,1,1,1,64.286,100,100,100,87.5,TRUE,Y
K023000.000,96900700,T005507,"Pope, Alexander, 1688-1744.",Alexander Pope,"Mr. Pope's literary correspondence for thirty years; from 1704 to 1734. Being, a collection of letters, which passed between him and several eminent persons. Volume the first","Mr. Pope's literary correspondence for thirty years; from 1704 to 1734. Being, a collection of letters, Which passed between him and Several Eminent Persons. Volume the First.",1735,1735,461,460,1,1,1,1,64.286,100,100,99.783,87.489,TRUE,Y
K023005.005,653500505,T005512,"Pope, Alexander, 1688-1744.",Alexander Pope,Mr. Pope's literary correspondence. Volume the fifth. With letters of Lord Bolingbroke. Lord Lansdowne.,"Mr. Pope's literary correspondence. Volume the Fifth. With letters of Lord Bolingbroke. Lord Lansdowne. Sir Samuel Garth. Mrs. Eliza Justice. William Bromley, Esq; Pieces of Mr. Walsh.",1737,1737,362,363,5,1,5,5,64.286,100,100,99.725,87.486,FALSE,Y
K100972.000,510901100,T126622,"Sarn, Peter van, d. 1766.","Sarn, Peter van           1766","The various kinds of the heart or rather stomach-pain: considered by Peter von Sarn, ...","The various kinds of the heart or rather stomach-pain, considered by Peter von Sarn, M. D. at Northampton.",1760,1760,14,14,1,1,1,1,93.333,77.372,100,100,87.484,TRUE,Y
K013794.000,306201000,N023806,"Andrews, Miles Peter, d. 1814.",Miles Peter Andrews,"The songs, recitatives, airs, duets, trios, and chorusses, introduced in the pantomime entertainment, of The enchanted castle, as performed at the Theater Royal, Covent Garden. The words by Miles Peter Andrews, Esquire; and the music by Mr. Shields; Enchanted castle.","The songs, recitatives, airs, duets, trios, and chorusses, introduced in the pantomime entertainment, of The enchanted castle, as performed at the Theatre-Royal, Covent-Garden. The words by Miles Peter Andrews, Esq; and the music by Mr. Shields.",1786,1786,23,23,1,1,1,1,65,99.398,100,100,87.479,TRUE,Y
K023025.000,1583001200,T005538,"Pope, Alexander, 1688-1744.",Alexander Pope,The Dunciad: An heroic poem. In three books.,The dunciad. An heroic poem. In three books.,1728,1728,61,62,1,1,1,1,64.286,100,100,98.387,87.419,TRUE,Y
K011654.000,250805000,N019601,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,A letter to the most insolent man alive,A letter to the most insolent man alive.,1789,1789,31,31,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K041189.000,134202100,T041991,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,An ode to the genius of scandal,An ode to the genius of scandal.,1781,1781,17,17,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K041597.000,1084303400,T042644,"Row, Nicholas, 1674-1718.",Nicholas Rowe,"Poems on several occasions: By N. Row, Esquire;.","Poems on several occasions. By N. Rowe, Esq;",1714,1714,41,41,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K045211.000,302300200,T048537,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,"St. Patrick's day; or, the scheming lieutenant: A comic opera: as it is acted at the Theater Royal, Smoke-Alley.","St. Patrick's day; or, the scheming lieutenant. A comic opera: as it is acted at the Theatre-Royal, Smoke-Alley.",1788,1788,27,27,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K046500.000,131303900,T050721,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,"Verses to the memory of Garrick: Spoken as a monody, at the Theater Royal in Drury Lane.","Verses to the memory of Garrick. Spoken as a monody, at the Theatre Royal in Drury-Lane.",1779,1779,13,13,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K046880.000,1304201000,N053740,"Row, Nicholas, 1674-1718.",Nicholas Rowe,The tragedy of the Lady Jane Gray: As it is acted at the Theater Royal in Drury Lane. By N. Row Esquire;.,"The tragedy of the Lady Jane Gray. As it is acted at the Theatre-Royal in Drury-Lane. By N. Rowe, Esq.",1715,1715,79,79,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K049483.000,48202100,T055545,"Row, Nicholas, 1674-1718.",Nicholas Rowe,"Ulysses: a tragedy. As it is acted at the Queen's Theater in the Hay-Market. By Her Majesty's sworn servants. Written by N. Row, Esquire;.","Ulysses: a tragedy. As it is acted at the Queen's Theatre in the Hay-Market. By Her Majesty's sworn servants. Written by N. Rowe, Esq;",1706,1706,74,74,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K049942.000,1114700100,T056247,"Row, Nicholas, 1674-1718.",Nicholas Rowe,"Tamerlane. A tragedy: As it is acted at the New Theater in Little Lincolns-Inn-Fields. By Her Majesty's servants. Written by N. Row, Esquire;.","Tamerlane. A tragedy. As it is acted at the New Theater in Little Lincolns-Inn-Fields. By Her Majesty's servants. Written by N. Rowe, Esq;",1703,1703,80,80,1,1,1,1,64,100,100,100,87.4,TRUE,Y
K051781.000,54801000,T059192,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,"The duenna: a comic opera. In three acts. As performed at the Theater Royal, Covent Garden: with universal applause. By R. B. Sheridan, Esquire","The duenna: a comic opera. In three acts. As performed at the Theatre Royal, Covent Garden: with universal applause. By R. B. Sheridan, Esq.",1794,1794,67,67,1,1,1,1,64,100,100,100,87.4,TRUE,Y
