PassageID,Title,Author,Total termFreq,Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0343200101_000005,"Religion considered as the only basis of happiness, and of true philosophy. A work written for the instruction of the children of his Most Serene Highness the Duke of Orleans; And in which the Principles of modern pretended Philosophers are laid open and refuted. By Madame the Marchioness of Sillery, heretofore countess of genlis. In two volumes. ...",Stéphanie Félicité du Crest de Saint-Aubin,40,1787,1,2,"London : printed for T. Payne and Son, at the Mews Gate; T. Cadell, and P. Elmsly, in the Strand, M.DCC.LXXXVII. [1787].",London,312,female,1746,1830,True
1283400400_000001,"Original stories from real life; with conversations, calculated to regulate the affections, and form the mind to truth and goodness. By Mary Wollstonecraft.",Mary Wollstonecraft,34,1800,1,1,"London : printed by J. Crowder , Warwick-Square ; for J. Johnson, NO. 72, ST. Paul's-Church-Yard, 1800.",London,180,female,1759,1797,True
0343200102_000017,"Religion considered as the only basis of happiness, and of true philosophy. A work written for the instruction of the children of his Most Serene Highness the Duke of Orleans; And in which the Principles of modern pretended Philosophers are laid open and refuted. By Madame the Marchioness of Sillery, heretofore countess of genlis. In two volumes. ...",Stéphanie Félicité du Crest de Saint-Aubin,40,1787,2,2,"London : printed for T. Payne and Son, at the Mews Gate; T. Cadell, and P. Elmsly, in the Strand, M.DCC.LXXXVII. [1787].",London,295,female,1746,1830,True
0783300200_000026,"Essays on various subjects, principally designed for young ladies.",Hannah More,37,1778,1,1,"London : printed for J. Wilkie, in St. Paul's Church-Yard; and T. Cadell, in the Strand, MDCCLXXVIII. [1778].",London,221,female,1745,1833,True
0474103100_000002,"A vindication of the rights of men, in a letter to the Right Honourable Edmund Burke; occasioned by his Reflections on the Revolution in France. By Mary Wollstonecraft.",Mary Wollstonecraft,39,1790,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, M.DCC.XC. [1790].",London,162,female,1759,1797,True
0191300102_000008,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By a lady. ...",Mary Walker,44,1776,2,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster Row, MDCCLXXVI. [1776].",London,243,female,1736,,False
0325001302_000014,Letters on the improvement of the mind. Addressed to a young lady. In two volumes.,Hester Chapone,39,1773,2,2,"Dublin : printed for J. Exshaw, H. Saunders, W. Sleater, J. Potts, D. Chamberlaine, J. Williams, and R. Moncrieffe, MDCCLXXIII. [1773].",Dublin,139,female,1727,1801,True
0857501100_000001,"Madam Johnson's present: or, every young woman's companion, in useful and universal Knowledge. Digested under the following Heads: I. Spelling, Reading, Writing, and Arithmetick, taught without the Help of a Master. II. The Compleat Market-Woman. III. The Cook's Guide for dressing all Sorts of Flesh, Fowl and Fish. IV. For Pickling, Pastry, and Confectionary. V. An Estimate of the Expences of a Family in the middling Station of Life. VI. The Art and Terms of Carving Fish, Fowl, and Flesh. Vii. A Bill of Fare for every Month in the Year for Dinner, Supper, and also for extraordinary Occasions. Viii. The Young Woman's Instructor for the right Spelling of Words used in Marketting, Cookery, Pickling, Preserving, &c. &c. &c. To this edition are added, some plain and necessary directions to maid-servants in general, and several useful tables: Which renders it the Completest Book of the Kind ever published. The Compiler, Madam Johnson, in order to make this Book come as cheap as possible to the Purchasers, has, out of her Benevolence, fixed the Price at 1 s. 6 d. Bound; though it contains double the Quantity that is usually sold for that Sum.","Johnson, Mary",33,1766,1,1,"London : printed for W. Nicoll, in St. Paul's Church-Yard, MDCCLXVI. [1766].",London,217,female,,,False
0951200301_000027,"The progress of romance, through times, countries, and manners; with Remarks on the Good and Bad Effects of it, on them Respectively; in a course of evening conversations. By C. R. author of the English Baron, the Two mentors, &c. In two volumes. ...",Clara Reeve,38,1785,1,2,"Dublin : printed for Messrs. Price, Exshaw, White, Cash Colbert, Marchbank and Porter, M,DCC,LXXXV. [1785].",Dublin,163,female,1729,1807,True
0954500400_000003,"The progress of a female mind, in some interesting enquiries. Containing, I. A Soliloquy. II. A Letter to a Jew, on the Evidences of Revelation. III. A Letter to a Christian Divine on the Gospel System; with some References to a late Free Enquirer. IV. A Remark on the Importance of the Hebrew Language. By a lady.",Lady,45,1764,1,1,"London : printed for A. and C. Corbett, opposite St. Dunstan's Church, Fleet-Street, MDCCLXIV. [1764].",London,94,female,,,False
